sock_id,pattern,dominant_color,fabric,foot,size_band,temperature_c,spin_cycle_rpm,static_cling_score,pair_probability,split
sock-02064,stripes,burgundy,cotton,left,small,25.6,1272,0.56,0.590,train
sock-02065,tiny-stars,charcoal,modal,right,medium,27.5,1295,0.85,0.530,train
sock-02066,ribbed,teal,linen,ambiguous,large,29.4,1318,0.14,0.840,train
sock-02067,heather,white,polyblend,left,xl,31.3,1341,0.43,0.710,train
sock-02068,chevron,coral,bamboo,right,small,33.2,1364,0.72,0.780,train
sock-02069,argyle,lavender,wool,ambiguous,medium,35.1,1387,0.01,0.540,train
sock-02070,plain,navy,cotton,left,large,37.0,1410,0.30,0.760,train
sock-02071,dots,yellow,modal,right,xl,38.9,1433,0.59,0.540,train
sock-02072,stripes,black,linen,ambiguous,small,40.8,1456,0.88,0.570,train
sock-02073,tiny-stars,green,polyblend,left,medium,42.7,1479,0.17,0.790,train
sock-02074,ribbed,burgundy,bamboo,right,large,44.6,602,0.46,0.790,train
sock-02075,heather,charcoal,wool,ambiguous,xl,46.5,625,0.75,0.600,train
sock-02076,chevron,teal,cotton,left,small,48.4,648,0.04,0.610,train
sock-02077,argyle,white,modal,right,medium,50.3,671,0.33,0.430,train
sock-02078,plain,coral,linen,ambiguous,large,52.2,694,0.62,0.560,train
sock-02079,dots,lavender,polyblend,left,xl,54.1,717,0.91,0.800,train
sock-02080,stripes,navy,bamboo,right,small,56.0,740,0.20,0.890,train
sock-02081,tiny-stars,yellow,wool,ambiguous,medium,57.9,763,0.49,0.610,train
sock-02082,ribbed,black,cotton,left,large,59.8,786,0.78,0.710,train
sock-02083,heather,green,modal,right,xl,61.7,809,0.07,0.560,train
sock-02084,chevron,burgundy,linen,ambiguous,small,63.6,832,0.36,0.500,train
sock-02085,argyle,charcoal,polyblend,left,medium,65.5,855,0.65,0.760,train
sock-02086,plain,teal,bamboo,right,large,67.4,878,0.94,0.880,train
sock-02087,dots,white,wool,ambiguous,xl,69.3,901,0.23,0.550,train
sock-02088,stripes,coral,cotton,left,small,71.2,924,0.52,0.630,train
sock-02089,tiny-stars,lavender,modal,right,medium,24.1,947,0.81,0.570,train
sock-02090,ribbed,navy,linen,ambiguous,large,26.0,970,0.10,0.600,train
sock-02091,heather,yellow,polyblend,left,xl,27.9,993,0.39,0.820,train
sock-02092,chevron,black,bamboo,right,small,29.8,1016,0.68,0.910,train
sock-02093,argyle,green,wool,ambiguous,medium,31.7,1039,0.97,0.580,train
sock-02094,plain,burgundy,cotton,left,large,33.6,1062,0.26,0.710,train
sock-02095,dots,charcoal,modal,right,xl,35.5,1085,0.55,0.580,train
sock-02096,stripes,teal,linen,ambiguous,small,37.4,1108,0.84,0.520,train
sock-02097,tiny-stars,white,polyblend,left,medium,39.3,1131,0.13,0.760,train
sock-02098,ribbed,coral,bamboo,right,large,41.2,1154,0.42,0.830,train
sock-02099,heather,lavender,wool,ambiguous,xl,43.1,1177,0.71,0.640,train
sock-02100,chevron,navy,cotton,left,small,45.0,1200,0.00,0.740,train
sock-02101,argyle,yellow,modal,right,medium,46.9,1223,0.29,0.540,train
sock-02102,plain,black,linen,ambiguous,large,48.8,1246,0.58,0.690,train
sock-02103,dots,green,polyblend,left,xl,50.7,1269,0.87,0.840,train
sock-02104,stripes,burgundy,bamboo,right,small,52.6,1292,0.16,0.840,train
sock-02105,tiny-stars,charcoal,wool,ambiguous,medium,54.5,1315,0.45,0.650,train
sock-02106,ribbed,teal,cotton,left,large,56.4,1338,0.74,0.660,train
sock-02107,heather,white,modal,right,xl,58.3,1361,0.03,0.530,train
sock-02108,chevron,coral,linen,ambiguous,small,60.2,1384,0.32,0.540,train
sock-02109,argyle,lavender,polyblend,left,medium,62.1,1407,0.61,0.430,train
sock-02110,plain,navy,bamboo,right,large,64.0,1430,0.90,0.990,train
sock-02111,dots,yellow,wool,ambiguous,xl,65.9,1453,0.19,0.660,train
sock-02112,stripes,black,cotton,left,small,67.8,1476,0.48,0.760,train
sock-02113,tiny-stars,green,modal,right,medium,69.7,1499,0.77,0.610,train
sock-02114,ribbed,burgundy,linen,ambiguous,large,71.6,622,0.06,0.550,train
sock-02115,heather,charcoal,polyblend,left,xl,24.5,645,0.35,0.490,train
sock-02116,chevron,teal,bamboo,right,small,26.4,668,0.64,0.860,train
sock-02117,argyle,white,wool,ambiguous,medium,28.3,691,0.93,0.550,train
sock-02118,plain,coral,cotton,left,large,30.2,714,0.22,0.750,train
sock-02119,dots,lavender,modal,right,xl,32.1,737,0.51,0.620,train
sock-02120,stripes,navy,linen,ambiguous,small,34.0,760,0.80,0.650,train
sock-02121,tiny-stars,yellow,polyblend,left,medium,35.9,783,0.09,0.500,train
sock-02122,ribbed,black,bamboo,right,large,37.8,806,0.38,0.960,train
sock-02123,heather,green,wool,ambiguous,xl,39.7,829,0.67,0.680,train
sock-02124,chevron,burgundy,cotton,left,small,41.6,852,0.96,0.690,train
sock-02125,argyle,charcoal,modal,right,medium,43.5,875,0.25,0.580,train
sock-02126,plain,teal,linen,ambiguous,large,45.4,898,0.54,0.640,train
sock-02127,dots,white,polyblend,left,xl,47.3,921,0.83,0.440,train
sock-02128,stripes,coral,bamboo,right,small,49.2,944,0.12,0.880,train
sock-02129,tiny-stars,lavender,wool,ambiguous,medium,51.1,967,0.41,0.690,train
sock-02130,ribbed,navy,cotton,left,large,53.0,990,0.70,0.790,train
sock-02131,heather,yellow,modal,right,xl,54.9,1013,0.99,0.640,train
sock-02132,chevron,black,linen,ambiguous,small,56.8,1036,0.28,0.670,train
sock-02133,argyle,green,polyblend,left,medium,58.7,1059,0.57,0.470,train
sock-02134,plain,burgundy,bamboo,right,large,60.6,1082,0.86,0.960,train
sock-02135,dots,charcoal,wool,ambiguous,xl,62.5,1105,0.15,0.700,train
sock-02136,stripes,teal,cotton,left,small,64.4,1128,0.44,0.710,train
sock-02137,tiny-stars,white,modal,right,medium,66.3,1151,0.73,0.580,train
sock-02138,ribbed,coral,linen,ambiguous,large,68.2,1174,0.02,0.590,train
sock-02139,heather,lavender,polyblend,left,xl,70.1,1197,0.31,0.530,train
sock-02140,chevron,navy,bamboo,right,small,72.0,1220,0.60,0.990,train
sock-02141,argyle,yellow,wool,ambiguous,medium,24.9,1243,0.89,0.660,train
sock-02142,plain,black,cotton,left,large,26.8,1266,0.18,0.880,train
sock-02143,dots,green,modal,right,xl,28.7,1289,0.47,0.660,train
sock-02144,stripes,burgundy,linen,ambiguous,small,30.6,1312,0.76,0.600,train
sock-02145,tiny-stars,charcoal,polyblend,left,medium,32.5,1335,0.05,0.540,train
sock-02146,ribbed,teal,bamboo,right,large,34.4,1358,0.34,0.540,train
sock-02147,heather,white,wool,ambiguous,xl,36.3,1381,0.63,0.650,train
sock-02148,chevron,coral,cotton,left,small,38.2,1404,0.92,0.730,train
sock-02149,argyle,lavender,modal,right,medium,40.1,1427,0.21,0.620,train
sock-02150,plain,navy,linen,ambiguous,large,42.0,1450,0.50,0.770,train
sock-02151,dots,yellow,polyblend,left,xl,43.9,1473,0.79,0.550,train
sock-02152,stripes,black,bamboo,right,small,45.8,1496,0.08,0.640,train
sock-02153,tiny-stars,green,wool,ambiguous,medium,47.7,619,0.37,0.730,train
sock-02154,ribbed,burgundy,cotton,left,large,49.6,642,0.66,0.740,train
sock-02155,heather,charcoal,modal,right,xl,51.5,665,0.95,0.680,train
sock-02156,chevron,teal,linen,ambiguous,small,53.4,688,0.24,0.620,train
sock-02157,argyle,white,polyblend,left,medium,55.3,711,0.53,0.440,train
sock-02158,plain,coral,bamboo,right,large,57.2,734,0.82,0.630,train
sock-02159,dots,lavender,wool,ambiguous,xl,59.1,757,0.11,0.740,train
sock-02160,stripes,navy,cotton,left,small,61.0,780,0.40,0.840,train
sock-02161,tiny-stars,yellow,modal,right,medium,62.9,803,0.69,0.690,train
sock-02162,ribbed,black,linen,ambiguous,large,64.8,826,0.98,0.720,train
sock-02163,heather,green,polyblend,left,xl,66.7,849,0.27,0.570,train
sock-02164,chevron,burgundy,bamboo,right,small,68.6,872,0.56,0.570,train
sock-02165,argyle,charcoal,wool,ambiguous,medium,70.5,895,0.85,0.700,train
sock-02166,plain,teal,cotton,left,large,72.4,918,0.14,0.830,train
sock-02167,dots,white,modal,right,xl,25.3,941,0.43,0.630,train
sock-02168,stripes,coral,linen,ambiguous,small,27.2,964,0.72,0.640,train
sock-02169,tiny-stars,lavender,polyblend,left,medium,29.1,987,0.01,0.580,train
sock-02170,ribbed,navy,bamboo,right,large,31.0,1010,0.30,0.670,train
sock-02171,heather,yellow,wool,ambiguous,xl,32.9,1033,0.59,0.760,train
sock-02172,chevron,black,cotton,left,small,34.8,1056,0.88,0.860,train
sock-02173,argyle,green,modal,right,medium,36.7,1079,0.17,0.660,train
sock-02174,plain,burgundy,linen,ambiguous,large,38.6,1102,0.46,0.720,train
sock-02175,dots,charcoal,polyblend,left,xl,40.5,1125,0.75,0.590,train
sock-02176,stripes,teal,bamboo,right,small,42.4,1148,0.04,0.590,train
sock-02177,tiny-stars,white,wool,ambiguous,medium,44.3,1171,0.33,0.700,train
sock-02178,ribbed,coral,cotton,left,large,46.2,1194,0.62,0.780,train
sock-02179,heather,lavender,modal,right,xl,48.1,1217,0.91,0.720,train
sock-02180,chevron,navy,linen,ambiguous,small,50.0,1240,0.20,0.750,train
sock-02181,argyle,yellow,polyblend,left,medium,51.9,1263,0.49,0.550,train
sock-02182,plain,black,bamboo,right,large,53.8,1286,0.78,0.760,train
sock-02183,dots,green,wool,ambiguous,xl,55.7,1309,0.07,0.410,train
sock-02184,stripes,burgundy,cotton,left,small,57.6,1332,0.36,0.790,train
sock-02185,tiny-stars,charcoal,modal,right,medium,59.5,1355,0.65,0.730,train
sock-02186,ribbed,teal,linen,ambiguous,large,61.4,1378,0.94,0.670,train
sock-02187,heather,white,polyblend,left,xl,63.3,1401,0.23,0.540,train
sock-02188,chevron,coral,bamboo,right,small,65.2,1424,0.52,0.610,train
sock-02189,argyle,lavender,wool,ambiguous,medium,67.1,1447,0.81,0.370,train
sock-02190,plain,navy,cotton,left,large,69.0,1470,0.10,0.960,train
sock-02191,dots,yellow,modal,right,xl,70.9,1493,0.39,0.740,train
sock-02192,stripes,black,linen,ambiguous,small,72.8,616,0.68,0.770,train
sock-02193,tiny-stars,green,polyblend,left,medium,25.7,639,0.97,0.620,train
sock-02194,ribbed,burgundy,bamboo,right,large,27.6,662,0.26,0.620,train
sock-02195,heather,charcoal,wool,ambiguous,xl,29.5,685,0.55,0.430,train
sock-02196,chevron,teal,cotton,left,small,31.4,708,0.84,0.810,train
sock-02197,argyle,white,modal,right,medium,33.3,731,0.13,0.630,train
sock-02198,plain,coral,linen,ambiguous,large,35.2,754,0.42,0.760,train
sock-02199,dots,lavender,polyblend,left,xl,37.1,777,0.71,0.630,train
sock-02200,stripes,navy,bamboo,right,small,39.0,800,0.00,0.720,train
sock-02201,tiny-stars,yellow,wool,ambiguous,medium,40.9,823,0.29,0.440,train
sock-02202,ribbed,black,cotton,left,large,42.8,846,0.58,0.910,train
sock-02203,heather,green,modal,right,xl,44.7,869,0.87,0.760,train
sock-02204,chevron,burgundy,linen,ambiguous,small,46.6,892,0.16,0.700,train
sock-02205,argyle,charcoal,polyblend,left,medium,48.5,915,0.45,0.590,train
sock-02206,plain,teal,bamboo,right,large,50.4,938,0.74,0.710,train
sock-02207,dots,white,wool,ambiguous,xl,52.3,961,0.03,0.380,train
sock-02208,stripes,coral,cotton,left,small,54.2,984,0.32,0.830,train
sock-02209,tiny-stars,lavender,modal,right,medium,56.1,1007,0.61,0.770,train
sock-02210,ribbed,navy,linen,ambiguous,large,58.0,1030,0.90,0.800,train
sock-02211,heather,yellow,polyblend,left,xl,59.9,1053,0.19,0.650,train
sock-02212,chevron,black,bamboo,right,small,61.8,1076,0.48,0.740,train
sock-02213,argyle,green,wool,ambiguous,medium,63.7,1099,0.77,0.410,train
sock-02214,plain,burgundy,cotton,left,large,65.6,1122,0.06,0.910,train
sock-02215,dots,charcoal,modal,right,xl,67.5,1145,0.35,0.780,train
sock-02216,stripes,teal,linen,ambiguous,small,69.4,1168,0.64,0.720,train
sock-02217,tiny-stars,white,polyblend,left,medium,71.3,1191,0.93,0.590,train
sock-02218,ribbed,coral,bamboo,right,large,24.2,1214,0.22,0.660,train
sock-02219,heather,lavender,wool,ambiguous,xl,26.1,1237,0.51,0.470,train
sock-02220,chevron,navy,cotton,left,small,28.0,1260,0.80,0.570,train
sock-02221,argyle,yellow,modal,right,medium,29.9,1283,0.09,0.740,train
sock-02222,plain,black,linen,ambiguous,large,31.8,1306,0.38,0.890,train
sock-02223,dots,green,polyblend,left,xl,33.7,1329,0.67,0.670,train
sock-02224,stripes,burgundy,bamboo,right,small,35.6,1352,0.96,0.670,train
sock-02225,tiny-stars,charcoal,wool,ambiguous,medium,37.5,1375,0.25,0.480,train
sock-02226,ribbed,teal,cotton,left,large,39.4,1398,0.54,0.490,train
sock-02227,heather,white,modal,right,xl,41.3,1421,0.83,0.730,train
sock-02228,chevron,coral,linen,ambiguous,small,43.2,1444,0.12,0.740,train
sock-02229,argyle,lavender,polyblend,left,medium,45.1,1467,0.41,0.630,train
sock-02230,plain,navy,bamboo,right,large,47.0,1490,0.70,0.840,train
sock-02231,dots,yellow,wool,ambiguous,xl,48.9,613,0.99,0.490,train
sock-02232,stripes,black,cotton,left,small,50.8,636,0.28,0.590,train
sock-02233,tiny-stars,green,modal,right,medium,52.7,659,0.57,0.810,train
sock-02234,ribbed,burgundy,linen,ambiguous,large,54.6,682,0.86,0.750,train
sock-02235,heather,charcoal,polyblend,left,xl,56.5,705,0.15,0.690,train
sock-02236,chevron,teal,bamboo,right,small,58.4,728,0.44,0.690,train
sock-02237,argyle,white,wool,ambiguous,medium,60.3,751,0.73,0.380,train
sock-02238,plain,coral,cotton,left,large,62.2,774,0.02,0.580,train
sock-02239,dots,lavender,modal,right,xl,64.1,797,0.31,0.820,train
sock-02240,stripes,navy,linen,ambiguous,small,66.0,820,0.60,0.850,train
sock-02241,tiny-stars,yellow,polyblend,left,medium,67.9,843,0.89,0.700,train
sock-02242,ribbed,black,bamboo,right,large,69.8,866,0.18,0.790,train
sock-02243,heather,green,wool,ambiguous,xl,71.7,889,0.47,0.510,train
sock-02244,chevron,burgundy,cotton,left,small,24.6,912,0.76,0.520,train
sock-02245,argyle,charcoal,modal,right,medium,26.5,935,0.05,0.780,train
sock-02246,plain,teal,linen,ambiguous,large,28.4,958,0.34,0.840,train
sock-02247,dots,white,polyblend,left,xl,30.3,981,0.63,0.640,train
sock-02248,stripes,coral,bamboo,right,small,32.2,1004,0.92,0.710,train
sock-02249,tiny-stars,lavender,wool,ambiguous,medium,34.1,1027,0.21,0.520,train
sock-02250,ribbed,navy,cotton,left,large,36.0,1050,0.50,0.620,train
sock-02251,heather,yellow,modal,right,xl,37.9,1073,0.79,0.840,train
sock-02252,chevron,black,linen,ambiguous,small,39.8,1096,0.08,0.870,train
sock-02253,argyle,green,polyblend,left,medium,41.7,1119,0.37,0.670,train
sock-02254,plain,burgundy,bamboo,right,large,43.6,1142,0.66,0.790,train
sock-02255,dots,charcoal,wool,ambiguous,xl,45.5,1165,0.95,0.530,train
sock-02256,stripes,teal,cotton,left,small,47.4,1188,0.24,0.540,train
sock-02257,tiny-stars,white,modal,right,medium,49.3,1211,0.53,0.410,train
sock-02258,ribbed,coral,linen,ambiguous,large,51.2,1234,0.82,0.790,train
sock-02259,heather,lavender,polyblend,left,xl,53.1,1257,0.11,0.730,train
sock-02260,chevron,navy,bamboo,right,small,55.0,1280,0.40,0.820,train
sock-02261,argyle,yellow,wool,ambiguous,medium,56.9,1303,0.69,0.490,train
sock-02262,plain,black,cotton,left,large,58.8,1326,0.98,0.710,train
sock-02263,dots,green,modal,right,xl,60.7,1349,0.27,0.490,train
sock-02264,stripes,burgundy,linen,ambiguous,small,62.6,1372,0.56,0.800,train
sock-02265,tiny-stars,charcoal,polyblend,left,medium,64.5,1395,0.85,0.740,train
sock-02266,ribbed,teal,bamboo,right,large,66.4,1418,0.14,0.740,train
sock-02267,heather,white,wool,ambiguous,xl,68.3,1441,0.43,0.480,train
sock-02268,chevron,coral,cotton,left,small,70.2,1464,0.72,0.560,train
sock-02269,argyle,lavender,modal,right,medium,72.1,1487,0.01,0.450,train
sock-02270,plain,navy,linen,ambiguous,large,25.0,610,0.30,0.970,train
sock-02271,dots,yellow,polyblend,left,xl,26.9,633,0.59,0.750,train
sock-02272,stripes,black,bamboo,right,small,28.8,656,0.88,0.840,train
sock-02273,tiny-stars,green,wool,ambiguous,medium,30.7,679,0.17,0.560,train
sock-02274,ribbed,burgundy,cotton,left,large,32.6,702,0.46,0.570,train
sock-02275,heather,charcoal,modal,right,xl,34.5,725,0.75,0.510,train
sock-02276,chevron,teal,linen,ambiguous,small,36.4,748,0.04,0.820,train
sock-02277,argyle,white,polyblend,left,medium,38.3,771,0.33,0.640,train
sock-02278,plain,coral,bamboo,right,large,40.2,794,0.62,0.830,train
sock-02279,dots,lavender,wool,ambiguous,xl,42.1,817,0.91,0.570,train
sock-02280,stripes,navy,cotton,left,small,44.0,840,0.20,0.670,train
sock-02281,tiny-stars,yellow,modal,right,medium,45.9,863,0.49,0.520,train
sock-02282,ribbed,black,linen,ambiguous,large,47.8,886,0.78,0.920,train
sock-02283,heather,green,polyblend,left,xl,49.7,909,0.07,0.770,train
sock-02284,chevron,burgundy,bamboo,right,small,51.6,932,0.36,0.770,train
sock-02285,argyle,charcoal,wool,ambiguous,medium,53.5,955,0.65,0.530,train
sock-02286,plain,teal,cotton,left,large,55.4,978,0.94,0.660,train
sock-02287,dots,white,modal,right,xl,57.3,1001,0.23,0.460,train
sock-02288,stripes,coral,linen,ambiguous,small,59.2,1024,0.52,0.840,train
sock-02289,tiny-stars,lavender,polyblend,left,medium,61.1,1047,0.81,0.780,train
sock-02290,ribbed,navy,bamboo,right,large,63.0,1070,0.10,0.870,train
sock-02291,heather,yellow,wool,ambiguous,xl,64.9,1093,0.39,0.590,train
sock-02292,chevron,black,cotton,left,small,66.8,1116,0.68,0.690,train
sock-02293,argyle,green,modal,right,medium,68.7,1139,0.97,0.490,train
sock-02294,plain,burgundy,linen,ambiguous,large,70.6,1162,0.26,0.550,train
sock-02295,dots,charcoal,polyblend,left,xl,72.5,1185,0.55,0.790,train
sock-02296,stripes,teal,bamboo,right,small,25.4,1208,0.84,0.790,train
sock-02297,tiny-stars,white,wool,ambiguous,medium,27.3,1231,0.13,0.530,train
sock-02298,ribbed,coral,cotton,left,large,29.2,1254,0.42,0.610,train
sock-02299,heather,lavender,modal,right,xl,31.1,1277,0.71,0.550,train
sock-02300,chevron,navy,linen,ambiguous,small,33.0,1300,0.00,0.580,train
sock-02301,argyle,yellow,polyblend,left,medium,34.9,1323,0.29,0.750,train
sock-02302,plain,black,bamboo,right,large,36.8,1346,0.58,0.960,train
sock-02303,dots,green,wool,ambiguous,xl,38.7,1369,0.87,0.610,train
sock-02304,stripes,burgundy,cotton,left,small,40.6,1392,0.16,0.620,train
sock-02305,tiny-stars,charcoal,modal,right,medium,42.5,1415,0.45,0.560,train
sock-02306,ribbed,teal,linen,ambiguous,large,44.4,1438,0.74,0.500,train
sock-02307,heather,white,polyblend,left,xl,46.3,1461,0.03,0.740,train
sock-02308,chevron,coral,bamboo,right,small,48.2,1484,0.32,0.810,train
sock-02309,argyle,lavender,wool,ambiguous,medium,50.1,607,0.61,0.570,train
sock-02310,plain,navy,cotton,left,large,52.0,630,0.90,0.790,train
sock-02311,dots,yellow,modal,right,xl,53.9,653,0.19,0.570,train
sock-02312,stripes,black,linen,ambiguous,small,55.8,676,0.48,0.600,train
sock-02313,tiny-stars,green,polyblend,left,medium,57.7,699,0.77,0.820,train
sock-02314,ribbed,burgundy,bamboo,right,large,59.6,722,0.06,0.820,train
sock-02315,heather,charcoal,wool,ambiguous,xl,61.5,745,0.35,0.630,train
sock-02316,chevron,teal,cotton,left,small,63.4,768,0.64,0.640,train
sock-02317,argyle,white,modal,right,medium,65.3,791,0.93,0.460,train
sock-02318,plain,coral,linen,ambiguous,large,67.2,814,0.22,0.590,train
sock-02319,dots,lavender,polyblend,left,xl,69.1,837,0.51,0.830,train
sock-02320,stripes,navy,bamboo,right,small,71.0,860,0.80,0.920,train
sock-02321,tiny-stars,yellow,wool,ambiguous,medium,72.9,883,0.09,0.640,train
sock-02322,ribbed,black,cotton,left,large,25.8,906,0.38,0.740,train
sock-02323,heather,green,modal,right,xl,27.7,929,0.67,0.590,train
sock-02324,chevron,burgundy,linen,ambiguous,small,29.6,952,0.96,0.530,train
sock-02325,argyle,charcoal,polyblend,left,medium,31.5,975,0.25,0.790,train
sock-02326,plain,teal,bamboo,right,large,33.4,998,0.54,0.910,train
sock-02327,dots,white,wool,ambiguous,xl,35.3,1021,0.83,0.580,train
sock-02328,stripes,coral,cotton,left,small,37.2,1044,0.12,0.660,train
sock-02329,tiny-stars,lavender,modal,right,medium,39.1,1067,0.41,0.600,train
sock-02330,ribbed,navy,linen,ambiguous,large,41.0,1090,0.70,0.630,train
sock-02331,heather,yellow,polyblend,left,xl,42.9,1113,0.99,0.480,train
sock-02332,chevron,black,bamboo,right,small,44.8,1136,0.28,0.940,train
sock-02333,argyle,green,wool,ambiguous,medium,46.7,1159,0.57,0.610,train
sock-02334,plain,burgundy,cotton,left,large,48.6,1182,0.86,0.740,train
sock-02335,dots,charcoal,modal,right,xl,50.5,1205,0.15,0.610,train
sock-02336,stripes,teal,linen,ambiguous,small,52.4,1228,0.44,0.550,train
sock-02337,tiny-stars,white,polyblend,left,medium,54.3,1251,0.73,0.420,train
sock-02338,ribbed,coral,bamboo,right,large,56.2,1274,0.02,0.860,train
sock-02339,heather,lavender,wool,ambiguous,xl,58.1,1297,0.31,0.670,train
sock-02340,chevron,navy,cotton,left,small,60.0,1320,0.60,0.770,train
sock-02341,argyle,yellow,modal,right,medium,61.9,1343,0.89,0.570,train
sock-02342,plain,black,linen,ambiguous,large,63.8,1366,0.18,0.720,train
sock-02343,dots,green,polyblend,left,xl,65.7,1389,0.47,0.500,train
sock-02344,stripes,burgundy,bamboo,right,small,67.6,1412,0.76,0.870,train
sock-02345,tiny-stars,charcoal,wool,ambiguous,medium,69.5,1435,0.05,0.680,train
